continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kutno,2016,32,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kwidzyn,2016,23,>75%,Measured,17,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lebork,2016,29,>75%,Measured,21,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Legionowo,2016,30,>75%,Measured,26,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Legnica,2016,36,>75%,Measured,25,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Leszno,2016,27,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Liniewko Koscierskie,2016,20,>75%,Measured,15,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lodz,2016,35,>75%,Measured,23,>75%,Measured,"7 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lomza,2016,24,>75%,Measured,26,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lowicz,2016,38,>75%,Measured,28,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lubin,2016,27,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lublin,2016,31,>75%,Measured,27,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Lubliniec,2016,36,>75%,Measured,26,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Makowski,2016,18,>75%,Measured,14,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Malbork,2016,23,>75%,Measured,17,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Malogoszcz,2016,27,>75%,Measured,17,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Mielec,2016,31,>75%,Measured,25,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Mielecki,2016,32,>75%,Measured,23,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Mlawa,2016,31,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Mragowo,2016,23,>75%,Measured,17,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Mysliborz,2016,27,>75%,Measured,21,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Myszkow,2016,48,>75%,Measured,35,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Naklo,2013,44,NA,Measured,32,NA,Converted,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Naklo Nad Notecia,2016,40,>75%,Measured,30,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nidzica,2016,28,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Niepolomice,2016,35,>75%,Measured,25,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nisko,2016,27,>75%,Measured,20,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nowa Ruda,2016,46,>75%,Measured,34,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nowiny,2016,35,>75%,Measured,25,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nowy Sacz,2016,41,>75%,Measured,31,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nowy Targ,2016,36,>75%,Measured,26,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nowy Tomysl,2016,40,>75%,Measured,30,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Nysa,2016,34,>75%,Measured,25,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Olawa,2016,30,>75%,Measured,22,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Olesnica,2016,28,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Olesno,2016,33,>75%,Measured,24,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Olkusz,2016,31,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Olsztyn,2016,24,>75%,Measured,15,>75%,Measured,4 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Opoczno,2015,56,>75%,Measured,41,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Opole,2016,31,>75%,Measured,23,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ostroda,2016,28,>75%,Measured,16,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ostroleka,2016,27,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ostrow Wielkopolski,2016,38,>75%,Measured,28,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Otwock,2016,34,>75%,Measured,25,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ozarow,2016,20,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Pabianice,2016,38,>75%,Measured,28,NA,Converted,"1 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Piastow,2016,31,>75%,Measured,25,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Pila,2016,27,>75%,Measured,20,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Piotrkow Trybunalski,2016,38,>75%,Measured,29,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Pleszewski,2016,38,>75%,Measured,33,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Plock,2016,29,>75%,Measured,21,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Polanica-Zdroj,2016,24,>75%,Measured,17,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Polaniec,2016,30,>75%,Measured,23,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Polkowice,2016,26,>75%,Measured,19,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ponik,2016,25,>75%,Measured,19,>75%,Measured,2 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Poznan,2016,31,>75%,Measured,24,>75%,Measured,6 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Proszowice,2014,49,>75%,Measured,36,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Przemysl,2016,28,>75%,Measured,25,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Pszczyna,2016,51,>75%,Measured,38,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Pulawy,2015,31,>75%,Measured,23,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Radom,2016,33,>75%,Measured,24,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Radomierzyce,2013,20,>75%,Measured,15,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Radomsko,2016,43,>75%,Measured,31,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Radzyn Podlaski,2015,31,>75%,Measured,23,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Rawa Mazowiecka,2016,33,>75%,Measured,25,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Reczyn,2013,22,>75%,Measured,16,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Rudna,2013,30,>75%,Measured,22,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Rybnik,2016,48,>75%,Measured,35,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Rzeszow,2016,27,>75%,Measured,22,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sanok,2016,28,>75%,Measured,21,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Siedlce,2016,29,>75%,Measured,27,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sieradz,2015,35,>75%,Measured,26,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sieradzki,2016,34,>75%,Measured,25,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sitkowka Nowiny,2013,32,NA,Measured,24,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Skawina,2016,42,>75%,Measured,31,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Skierniewice,2016,36,>75%,Measured,27,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Slupsk,2016,19,>75%,Measured,15,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sopot,2016,17,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sosnowiec,2016,36,>75%,Measured,27,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Starachowice,2016,29,>75%,Measured,22,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Starogard Gdanski,2016,42,>75%,Measured,31,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sucha Beskidzka,2014,45,>75%,Measured,33,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Sulecin,2016,28,>75%,Measured,20,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Suwalki,2016,19,>75%,Measured,12,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Swidnica,2016,32,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Swiecie,2013,24,>75%,Measured,18,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Szczawno Zdroj,2013,34,NA,Measured,25,NA,Converted,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Szczawno-Zdroj,2016,28,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Szczecin,2016,23,>75%,Measured,17,>75%,Measured,"1 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Szczecinek,2016,24,>75%,Measured,14,>75%,Measured,"1 Urban-Background, 2 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Szklarki,2013,17,>75%,Measured,13,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tarnobrzeg,2016,29,>75%,Measured,21,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tarnow,2016,32,>75%,Measured,24,>75%,Measured,"3 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tarnowek,2013,28,>75%,Measured,21,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tarnowo Podgorne,2016,27,>75%,Measured,20,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tarnowskie Gory,2016,38,>75%,Measured,28,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tczew,2016,20,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tomaszow Mazowiecki,2016,41,>75%,Measured,30,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Torun,2016,28,>75%,Measured,18,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Trzcianka,2014,22,>75%,Measured,16,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Trzebinia,2016,35,>75%,Measured,27,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tuchola,2013,21,>75%,Measured,16,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Tucholski,2016,16,>75%,Measured,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
